MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
5682,2011/12/13,2012/01/29,男,4,春日市,福冈县,JP,52,2014/03/31,24,13823,0,0,19580,8179,27201,19716.98,2014/03/28,3,1727.875,15,4,30.95652174,236,0,0,1,0.724862321,18,6,10371,3452,0,0,0,0,13823,3452,0.25,0.75,0.750217014,0.249710648,1
2070,2005/02/03,2007/12/18,男,4,北京,北京,CN,52,2014/03/31,15,15400,0,0,8126,9756,26092,19710.96,2014/02/20,1.875,1925,13,41,48.35714286,202,0,0,0,0.755440748,8,7,6751,8649,0,0,0,0,15400,8649,0.466666667,0.533333333,0.438348159,0.56158691,0
22196,2010/01/10,2010/02/25,男,4,北京,北京,CN,35,2014/03/31,20,16972,0,0,6073,5460,26832,19708.98,2013/10/28,2.5,2121.5,9,156,29.78947368,80,7579,0,1,0.734532648,12,8,10516,6456,0,7579,7579,0,24551,6456,0.4,0.6,0.619572262,0.380368821,7
46817,2012/06/13,2012/08/04,男,4,深圳,广东,CN,33,2014/03/31,44,21100,0,600,13195,15691,23646,19703.85,2014/03/21,5.5,2637.5,52,11,13.8372093,60,0,0,0,0.833284699,20,24,9700,11400,600,0,600,600,21700,12000,0.545454545,0.454545455,0.459693853,0.540258756,0
3229,2008/05/07,2008/05/07,女,4,深圳市,广东,CN,40,2014/03/31,19,16564,0,0,5125,8043,28243,19702.52,2014/01/08,2.375,2070.5,6,84,35.61111111,176,671,0,0,0.697607195,11,8,8085,8479,0,671,671,0,17235,8479,0.421052632,0.578947368,0.488077271,0.51186236,3
10577,2011/11/02,2012/02/04,男,4,广州,广东,CN,28,2014/03/31,12,15116,0,0,9274,5852,28615,19701.32,2014/02/11,1.5,1889.5,32,50,59,141,0,0,0,0.688496243,8,4,8753,6363,0,0,0,0,15116,6363,0.333333333,0.666666667,0.579017001,0.420916849,0
7796,2012/02/22,2012/02/22,男,4,沈阳市,辽宁省,CN,34,2014/03/31,23,16124,0,0,7904,9954,30115,19701.18,2014/02/28,2.875,2015.5,13,33,31.13636364,203,0,0,0,0.65419824,12,11,7161,8963,0,0,0,0,16124,8963,0.47826087,0.52173913,0.444093023,0.555844961,0
11330,2005/10/12,2006/01/12,男,4,北京,北京,CN,51,2014/03/31,13,19681,0,0,15848,2709,17497,19696.83,2013/12/23,1.625,2460.125,18,100,51.08333333,208,0,0,0,1.125726124,11,2,16638,3043,0,0,0,0,19681,3043,0.153846154,0.846153846,0.845340921,0.154608272,0
50078,2011/05/07,2011/05/07,男,4,广州,广东,CN,70,2014/03/31,3,22614,0,0,3850,17260,22814,19696.26,2014/03/05,0.375,2826.75,292,27,206,305,0,0,0,0.863340931,1,2,7538,15076,0,0,0,0,22614,15076,0.666666667,0.333333333,0.333318594,0.666637188,0
53314,2010/04/05,2010/09/10,男,4,广州,广东,CN,53,2014/03/31,12,15600,0,0,3085,12155,33572,19695.73,2014/03/29,1.5,1950,142,3,53.27272727,174,0,0,0,0.586671333,2,10,3358,12242,0,0,0,0,15600,12242,0.833333333,0.166666667,0.215242613,0.784693289,0
12794,2008/11/18,2009/01/28,男,4,广州,广东,CN,36,2014/03/31,17,17694,0,0,10446,7412,26566,19693.32,2014/03/10,2.125,2211.75,32,22,42.3125,135,0,0,0,0.7412979,10,7,10826,6868,0,0,0,0,17694,6868,0.411764706,0.588235294,0.611811246,0.388132241,0
28336,2008/08/21,2008/12/21,男,4,苏州,江苏,CN,41,2014/03/31,14,21689,0,0,3090,13872,24424,19691.31,2013/09/16,1.75,2711.125,1,198,40.92307692,258,0,0,0,0.806227891,4,10,3091,18598,0,0,0,0,21689,18598,0.714285714,0.285714286,0.142508068,0.857445828,0
645,2006/04/02,2007/07/01,女,4,北京,北京,CN,51,2014/03/31,10,16321,0,0,13550,2100,25424,19688.97,2014/02/10,1.25,2040.125,58,51,69.11111111,352,1500,0,3,0.774424559,6,4,14244,2077,0,1500,1500,0,17821,2077,0.4,0.6,0.872687171,0.127251562,4
13939,2011/01/14,2011/01/14,男,4,广州,广东,CN,41,2014/03/31,16,13755,0,0,9460,8178,28905,19688.8,2013/12/06,2,1719.375,12,117,40.13333333,260,39,153,0,0.681155509,8,8,7414,6341,0,192,192,153,13947,6494,0.5,0.5,0.538964815,0.460962489,4
17601,2005/11/13,2005/11/13,男,4,靖江,江苏,CN,51,2014/03/31,17,16779,0,0,1586,4553,25155,19687.69,2014/03/18,2.125,2097.375,195,14,32.625,111,0,0,0,0.782655138,5,12,3839,12940,0,0,0,0,16779,12940,0.705882353,0.294117647,0.228784267,0.771156138,0
62847,2008/06/12,2008/08/15,男,4,重庆,重庆,CN,56,2014/03/31,21,18526,0,0,10970,7438,23170,19687.46,2014/03/09,2.625,2315.75,3,23,35.25,188,0,0,1,0.849696159,14,7,10427,8099,0,0,0,0,18526,8099,0.333333333,0.666666667,0.562800237,0.437145787,1
57373,2008/06/12,2008/06/19,男,4,广州,广东,CN,54,2014/03/31,29,16947,0,0,12490,8069,29553,19686.76,2013/12/15,3.625,2118.375,5,108,22.07142857,100,0,0,2,0.666150983,18,11,10336,6611,0,0,0,0,16947,6611,0.379310345,0.620689655,0.609865471,0.390075525,2
27336,2011/08/15,2012/03/20,男,4,昆明,云南,CN,49,2014/03/31,14,17657,0,0,19642,1523,17828,19683.98,2013/12/10,1.75,2207.125,4,113,47.23076923,317,5460,1091,0,1.104104779,13,1,16027,1630,0,6551,6551,1091,24208,2721,0.071428571,0.928571429,0.907633934,0.092309435,13
32411,2011/08/09,2011/08/11,男,4,上海,上海,CN,53,2014/03/31,20,17032,0,0,5001,4358,28952,19683.44,2013/12/23,2.5,2129,24,100,31.94736842,111,0,0,2,0.679864603,12,8,9998,7034,0,0,0,0,17032,7034,0.4,0.6,0.586978219,0.412963072,2
19547,2010/04/03,2010/04/23,男,4,牡丹江,黑龙江,CN,43,2014/03/31,14,12652,0,0,1330,5314,28394,19683.42,2013/12/31,1.75,1581.5,2,92,49,138,0,0,0,0.693224625,8,6,6340,6312,0,0,0,0,12652,6312,0.428571429,0.571428571,0.501066941,0.498854027,0
24796,2012/06/02,2012/06/02,男,4,深圳,广东,CN,30,2014/03/31,3,11274,0,0,7650,0,30282,19683.3,2012/12/06,0.375,1409.25,0,482,93.5,169,0,0,0,0.65,3,0,11274,0,0,0,0,0,11274,0,0,1,0.999911308,0,0
58497,2009/12/11,2009/12/11,男,4,广州,广东,CN,37,2014/03/31,27,12600,0,0,5656,12529,37614,19674.99,2014/03/22,3.375,1575,22,10,26.88461538,73,0,0,0,0.523076248,11,16,4255,8345,0,0,0,0,12600,8345,0.592592593,0.407407407,0.337671613,0.662249028,0
3341,2008/05/22,2011/11/18,男,4,贵阳,贵州,CN,48,2014/03/31,13,18207,0,0,8160,9311,21714,19674.82,2014/02/09,1.625,2275.875,237,52,36.83333333,136,0,0,0,0.906089159,6,7,8552,9655,0,0,0,0,18207,9655,0.538461538,0.461538462,0.469683656,0.530261424,0
13808,2012/01/24,2012/01/24,女,4,广州市,,CN,28,2014/03/31,23,14623,0,0,9592,8082,31509,19674.79,2014/02/14,2.875,1827.875,10,47,30.63636364,113,0,5648,1,0.624418103,15,8,8060,6563,0,5648,5648,5648,20271,12211,0.347826087,0.652173913,0.551148796,0.448782823,20
33922,2012/07/22,2012/10/30,男,4,中山,广东,CN,29,2014/03/31,11,20043,0,0,4753,12598,19156,19674.15,2014/03/15,1.571428571,2863.285714,100,17,50.2,128,0,0,0,1.027048966,4,7,5132,14911,0,0,0,0,20043,14911,0.636363636,0.363636364,0.256036719,0.743913391,0
22919,2010/10/24,2010/10/24,女,4,广州,广东,CN,24,2014/03/31,30,9809,0,0,9375,8502,42304,19673.08,2014/01/14,3.75,1226.125,31,78,21.44827586,115,0,0,0,0.465040658,17,13,4640,5169,0,0,0,0,9809,5169,0.433333333,0.566666667,0.472986748,0.526911315,0
34741,2011/07/20,2011/09/07,男,4,大连,辽宁,CN,67,2014/03/31,20,16911,0,0,9221,7998,22018,19672.7,2014/03/24,2.5,2113.875,42,8,35.84210526,146,0,0,0,0.893482605,10,10,8422,8489,0,0,0,0,16911,8489,0.5,0.5,0.497989593,0.501951277,0
11900,2008/01/28,2008/09/04,男,4,广州,广东,CN,38,2014/03/31,27,15337,0,0,8933,10095,31942,19670.34,2014/03/25,3.375,1917.125,11,7,27.42307692,102,0,0,1,0.615814288,13,14,7475,7862,0,0,0,0,15337,7862,0.518518519,0.481481481,0.487351676,0.512583127,1
2990,2008/01/15,2008/09/24,男,4,,上海,CN,35,2014/03/31,18,18671,0,0,11140,6467,32111,19669.58,2014/03/10,2.25,2333.875,20,22,40.52941176,308,7000,0,3,0.612549594,12,6,12646,6025,0,7000,7000,0,25671,6025,0.333333333,0.666666667,0.67727078,0.322675664,7
15446,2012/03/30,2012/04/10,男,4,广州,广东,CN,70,2014/03/31,4,22997,0,0,8128,3850,23163,19669.55,2013/09/14,0.5,2874.625,9,200,174,308,0,0,0,0.849179726,3,1,15498,7499,0,0,0,0,22997,7499,0.25,0.75,0.673884686,0.326071832,0
32027,2011/04/14,2011/04/14,男,4,北京,北京,CN,35,2014/03/31,21,15067,0,0,9813,9379,23544,19665.25,2013/10/15,2.625,1883.375,28,169,26.7,120,0,1088,0,0.835255267,15,6,6674,8393,0,1088,1088,1088,16155,9481,0.285714286,0.714285714,0.442925405,0.557008229,1
1715,2012/06/13,2012/07/17,男,4,北京,北京,CN,43,2014/03/31,27,18507,0,0,10312,8411,24275,19665.1,2014/03/14,3.375,2313.375,34,18,23.30769231,154,0,0,0,0.810096807,16,11,10261,8246,0,0,0,0,18507,8246,0.407407407,0.592592593,0.554408904,0.445537065,0
42802,2012/11/09,2012/11/09,男,4,深圳市,广东,CN,35,2014/03/31,23,19603,0,0,3634,14989,23043,19662.57,2014/03/07,3.833333333,3267.166667,0,25,22,72,0,0,2,0.85329905,6,17,2984,16619,0,0,0,0,19603,16619,0.739130435,0.260869565,0.152213834,0.847735156,2
1122,2007/05/05,2008/04/16,男,4,北京,北京,CN,38,2014/03/31,11,20127,0,0,2564,14433,19583,19659.88,2014/02/12,1.375,2515.875,165,49,51.7,137,0,0,0,1.003925854,2,9,2995,17132,0,0,0,0,20127,17132,0.818181818,0.181818182,0.148797695,0.851152623,0
2390,2005/11/20,2005/11/20,男,4,,北京,CN,49,2014/03/31,16,18129,0,0,12636,6510,14103,19659.09,2014/03/26,2,2266.125,12,6,47.53333333,147,888,0,0,1.393965114,11,5,9900,8229,0,888,888,0,19017,8229,0.3125,0.6875,0.54605626,0.453888582,1
44824,2009/01/15,2009/02/26,女,4,长春,吉林,CN,35,2014/03/31,18,15895,0,0,4588,7692,27643,19655.4,2014/01/12,2.25,1986.875,54,80,35.11764706,145,0,0,2,0.711044387,9,9,7794,8101,0,0,0,0,15895,8101,0.5,0.5,0.490312028,0.509625063,2
55127,2007/02/17,2007/11/30,男,4,广州,广东,CN,49,2014/03/31,19,15816,0,0,9978,8534,27100,19655.24,2013/11/23,2.375,1977,147,130,25.22222222,163,0,0,2,0.725285609,9,10,8548,7268,0,0,0,0,15816,7268,0.526315789,0.473684211,0.540431182,0.459505595,2
17813,2007/05/30,2007/06/02,男,4,长春,吉林,CN,38,2014/03/31,16,19270,0,0,13821,3713,22426,19654.9,2013/09/25,2,2408.75,139,189,26.86666667,322,0,0,1,0.876433604,14,2,14534,4736,0,0,0,0,19270,4736,0.125,0.875,0.754190234,0.245757875,1
29190,2005/05/24,2005/07/04,男,4,北京,北京,CN,40,2014/03/31,17,11750,0,0,11574,6226,25669,19653.88,2014/03/03,2.125,1468.75,202,29,31.25,182,450,0,2,0.765665978,12,5,7056,4694,0,450,450,0,12200,4694,0.294117647,0.705882353,0.600459535,0.399455366,4
48092,2008/11/01,2008/11/01,男,4,KOTA KINABALU,SABAH,MY,52,2014/03/31,18,17764,0,0,7303,10978,25693,19653.35,2014/03/20,2.25,2220.5,17,12,41.29411765,111,0,0,0,0.764930137,8,10,8166,9598,0,0,0,0,17764,9598,0.555555556,0.444444444,0.459667886,0.540275823,0
7565,2009/09/28,2009/09/28,男,4,乌鲁木齐,新疆,CN,46,2014/03/31,13,15133,0,0,7616,7634,27455,19652.27,2013/09/18,1.625,1891.625,5,196,44.16666667,134,0,0,0,0.715799308,8,5,6124,9009,0,0,0,0,15133,9009,0.384615385,0.615384615,0.404651777,0.595282146,0
50199,2012/01/19,2012/01/19,男,4,NISSIN-SHI,AICHI-KEN,JP,69,2014/03/31,16,18521,0,0,10300,31940,24543,19651.14,2013/12/13,2,2315.125,225,110,26.4,107,0,0,0,0.800682068,4,12,3984,14537,0,0,0,0,18521,14537,0.75,0.25,0.215095562,0.784850448,0
40453,2010/01/06,2013/06/11,男,5,温州,,CN,50,2014/03/31,4,23085,0,0,0,26176,18435,19650.44,2013/12/23,0.5,2885.625,436,100,65,131,0,0,0,1.065931109,0,4,0,23085,0,0,0,0,23085,23085,1,0,0,0.999956684,0
52891,2011/03/28,2011/03/28,男,4,长春,吉林,CN,40,2014/03/31,17,16969,0,0,5532,3950,27738,19643.85,2014/03/09,2.125,2121.125,42,23,41.625,99,0,0,0,0.708192732,9,8,8219,8750,0,0,0,0,16969,8750,0.470588235,0.529411765,0.48432528,0.515615793,0
54419,2012/06/13,2012/08/10,男,4,佛山,广东,CN,62,2014/03/31,15,17961,0,0,15865,1360,26545,19641.85,2013/04/18,1.875,2245.125,58,349,17.92857143,76,2805,3119,0,0.739945376,14,1,16053,1908,0,5924,5924,3119,23885,5027,0.066666667,0.933333333,0.893720076,0.106224251,23
4820,2010/05/26,2010/05/26,女,4,武汉,湖北,CN,51,2014/03/31,30,16925,0,0,9195,9546,27097,19640.42,2014/03/28,3.75,2115.625,88,4,22.03448276,84,0,0,0,0.724818984,15,15,8474,8451,0,0,0,0,16925,8451,0.5,0.5,0.500649888,0.499291032,0
11120,2005/04/13,2005/09/07,男,4,桂林,广西,CN,53,2014/03/31,25,17476,0,0,10948,9862,23496,19639.99,2014/03/16,3.125,2184.5,39,16,28.16666667,90,0,0,0,0.835886534,14,11,8718,8758,0,0,0,0,17476,8758,0.44,0.56,0.49882703,0.501115752,0
44987,2007/02/05,2007/02/05,男,4,乌鲁木齐市,新疆,CN,56,2014/03/31,18,14395,0,0,2154,6131,29718,19638.58,2014/02/11,2.25,1799.375,97,50,34.35294118,159,0,0,0,0.660831146,10,8,5858,8537,0,0,0,0,14395,8537,0.444444444,0.555555556,0.406918588,0.593011948,0
20838,2007/10/12,2008/03/15,男,6,郑州,河南,CN,47,2014/03/31,20,19585,0,0,0,18640,18369,19637.57,2014/03/10,2.5,2448.125,456,22,13.31578947,38,0,0,0,1.069060373,0,20,0,19585,0,0,0,0,19585,19585,1,0,0,0.999948943,0
45888,2006/09/16,2006/09/16,男,4,深圳,广东,CN,47,2014/03/31,21,14488,0,0,10776,5056,30560,19635.17,2014/03/27,2.625,1811,12,5,35.7,140,0,0,0,0.642512107,14,7,10001,4487,0,0,0,0,14488,4487,0.333333333,0.666666667,0.690247774,0.309683208,0
39196,2004/12/02,2009/01/03,男,4,北京,北京,CN,54,2014/03/31,12,14251,0,0,3526,9495,34944,19634.2,2014/02/25,1.5,1781.375,124,36,51.90909091,183,0,608,1,0.561876145,6,6,2883,11368,0,608,608,608,14859,11976,0.5,0.5,0.202287398,0.797642436,2
14450,2011/09/22,2011/12/19,男,5,大连市,辽宁省,CN,37,2014/03/31,30,15235,0,0,7746,14314,26662,19629.54,2014/03/31,3.75,1904.375,16,1,24.62068966,201,0,0,0,0.736236591,9,21,5256,9979,0,0,0,0,15235,9979,0.7,0.3,0.344972434,0.654961932,0
41208,2011/03/18,2011/04/20,女,4,广州,广东,CN,29,2014/03/31,12,15883,0,0,2246,15116,23484,19627.61,2014/02/12,1.5,1985.375,33,49,59,191,0,0,0,0.835786493,3,9,1469,14414,0,0,0,0,15883,14414,0.75,0.25,0.092483002,0.907454042,0
14242,2011/03/22,2011/03/22,男,4,广州,广东,CN,29,2014/03/31,17,19554,0,0,13611,4504,24266,19626.7,2014/02/17,2.125,2444.25,9,44,42.375,161,0,0,2,0.808814803,12,5,15501,4053,0,0,0,0,19554,4053,0.294117647,0.705882353,0.792687292,0.20726157,2
2594,2007/11/01,2012/10/23,女,4,广州,广东,CN,32,2014/03/31,11,14026,0,0,7069,9970,27821,19624.98,2014/01/25,1.375,1753.25,205,67,45.9,164,0,0,0,0.705401675,5,6,5451,8575,0,0,0,0,14026,8575,0.545454545,0.454545455,0.388607685,0.611321024,0
2460,2007/09/11,2009/12/02,男,4,贵阳,贵州,CN,40,2014/03/31,22,17866,0,0,3817,13681,25822,19623.2,2013/11/29,2.75,2233.25,86,124,24.80952381,164,0,3000,0,0.759941135,6,16,3024,14842,0,3000,3000,3000,20866,17842,0.727272727,0.272727273,0.169250574,0.830693457,1
59772,2011/09/24,2011/09/24,男,4,HASHIMA,G1FU,JP,43,2014/03/31,21,14056,0,0,20021,13206,27372,19623.17,2014/01/26,2.625,1757,13,66,32.6,204,0,0,0,0.716906693,12,9,6284,7772,0,0,0,0,14056,7772,0.428571429,0.571428571,0.447037063,0.552891798,0
18981,2006/09/29,2008/01/05,男,4,深圳,广东,CN,39,2014/03/31,22,13464,0,0,4450,11915,30935,19623.1,2014/02/14,2.75,1683,63,47,29.57142857,119,0,0,0,0.634333279,7,15,5125,8339,0,0,0,0,13464,8339,0.681818182,0.318181818,0.380616413,0.61930932,0
28055,2007/01/21,2009/04/05,男,4,武汉,湖北,CN,44,2014/03/31,24,18412,0,0,10767,7355,24996,19621.39,2014/01/28,3,2301.5,19,64,28.17391304,114,416,0,0,0.784981197,16,8,10030,8382,0,416,416,0,18828,8382,0.333333333,0.666666667,0.544723836,0.455221854,1
22586,2010/05/11,2010/06/25,男,4,上海,上海,CN,33,2014/03/31,18,17369,0,0,7988,7691,23499,19620.93,2014/02/27,2.25,2171.125,16,34,40.05882353,115,0,0,0,0.834968722,8,10,8772,8597,0,0,0,0,17369,8597,0.555555556,0.444444444,0.505008636,0.494933794,0
18439,2010/07/21,2010/07/21,男,4,江门,广东,CN,57,2014/03/31,16,18423,0,0,3909,13387,29677,19616.57,2014/03/28,2,2302.875,18,4,47.26666667,308,757,145,0,0.66100246,4,12,3375,15048,0,902,902,145,19325,15193,0.75,0.25,0.183184976,0.816760747,6
22114,2009/11/24,2009/11/24,男,4,珠海市,广东,CN,53,2014/03/31,8,18349,0,0,6678,11618,14839,19615.29,2014/02/24,1,2293.625,10,37,97.71428571,330,0,0,0,1.321874116,3,5,6041,12308,0,0,0,0,18349,12308,0.625,0.375,0.329209809,0.670735695,0
55220,2007/03/27,2007/09/29,男,4,台北,,TW,52,2014/03/31,19,12964,0,0,10081,6680,32668,19615.11,2013/11/17,2.375,1620.5,42,136,30.72222222,94,0,0,1,0.600438043,11,8,8482,4482,0,0,0,0,12964,4482,0.421052632,0.578947368,0.654222908,0.345699961,1
10750,2012/08/16,2012/09/07,女,4,北京,北京,CN,37,2014/03/31,10,15716,0,0,7520,8120,24650,19613.22,2014/03/04,1.428571429,2245.142857,22,28,60.44444444,179,0,0,0,0.795668154,4,6,7774,7942,0,0,0,0,15716,7942,0.6,0.4,0.494623656,0.505312719,0
13322,2010/10/22,2010/10/24,男,5,,广西,CN,70,2014/03/31,39,19172,0,0,9966,11522,22464,19612.03,2014/03/31,4.875,2396.5,11,1,18.92105263,67,0,0,0,0.873042646,18,21,10272,8900,0,0,0,0,19172,8900,0.538461538,0.461538462,0.535753403,0.46419444,0
30952,2009/04/05,2009/04/05,男,4,,,CN,47,2014/03/31,15,17145,0,0,0,13703,27163,19610.63,2014/03/25,1.875,2143.125,385,7,24.21428571,119,0,0,0,0.721961124,0,15,0,17145,0,0,0,0,17145,17145,1,0,0,0.999941677,0
60162,2011/11/04,2011/11/04,男,4,广州,广东,CN,62,2014/03/31,17,15527,0,0,2400,14318,28734,19609.63,2014/02/27,2.125,1940.875,184,34,32.0625,105,0,0,0,0.682453887,2,15,2046,13481,0,0,0,0,15527,13481,0.882352941,0.117647059,0.131761978,0.868173622,0
28415,2010/03/23,2010/03/24,男,4,贵阳,贵州,CN,36,2014/03/31,22,14811,0,0,10539,8043,28255,19607.56,2014/03/08,2.75,1851.375,55,24,31.04761905,99,8925,1815,0,0.693950097,12,10,7555,7256,0,10740,10740,1815,25551,9071,0.454545455,0.545454545,0.510059411,0.489873076,2
2849,2007/11/09,2008/09/07,男,4,,,SG,54,2014/03/31,11,10976,0,0,9859,2300,29332,19602.82,2014/02/17,1.375,1372,2,44,68.5,540,0,0,0,0.668308332,9,2,8876,2100,0,0,0,0,10976,2100,0.181818182,0.818181818,0.8085998,0.191309101,0
21872,2011/04/19,2011/04/24,男,6,广州市,广东,CN,46,2014/03/31,19,16784,0,0,14599,2385,26257,19602.6,2013/12/11,2.375,2098,26,112,32.94444444,147,0,0,0,0.74656663,16,3,14662,2122,0,0,0,0,16784,2122,0.157894737,0.842105263,0.873518022,0.126422401,0
41484,2011/04/26,2011/04/26,男,5,广州,广州,CN,63,2014/03/31,24,17206,0,0,9252,7104,28008,19601.98,2014/02/01,3,2150.75,9,60,28.7826087,146,0,0,1,0.699870751,13,11,12255,4951,0,0,0,0,17206,4951,0.458333333,0.541666667,0.712210147,0.287731737,1
18670,2005/12/14,2006/01/14,男,4,武汉,湖北,CN,47,2014/03/31,25,17231,0,0,6054,12781,26930,19601.75,2014/03/02,3.125,2153.875,81,30,25.83333333,183,0,0,0,0.727877831,9,16,4787,12444,0,0,0,0,17231,12444,0.64,0.36,0.277797122,0.722144847,0
22472,2010/09/26,2010/09/26,女,4,深圳,广东,CN,37,2014/03/31,17,16899,0,0,6489,8433,25882,19598.89,2013/11/14,2.125,2112.375,20,139,35.75,160,0,0,0,0.757240167,9,8,9414,7485,0,0,0,0,16899,7485,0.470588235,0.529411765,0.55704142,0.442899408,0
9940,2006/10/04,2012/12/11,男,4,广州市,广东,CN,43,2014/03/31,24,14369,0,0,6041,12958,30525,19597.33,2014/03/26,3,1796.125,254,6,20.47826087,49,0,0,0,0.642009173,7,17,4980,9389,0,0,0,0,14369,9389,0.708333333,0.291666667,0.346555324,0.653375087,0
59763,2011/11/02,2012/07/07,女,4,北京,北京,CN,42,2014/03/31,13,16271,0,0,7047,11233,24042,19597.25,2014/02/05,1.625,2033.875,97,56,48.16666667,146,0,0,0,0.815125614,5,8,4856,11415,0,0,0,0,16271,11415,0.615384615,0.384615385,0.298426745,0.701511799,0
22413,2010/04/29,2010/09/02,男,4,台北,台北,TW,45,2014/03/31,21,15874,0,0,8461,3983,26805,19596.68,2013/11/18,2.625,1984.25,14,135,29.1,118,0,0,0,0.731083007,15,6,11036,4838,0,0,0,0,15874,4838,0.285714286,0.714285714,0.695181102,0.304755906,0
53986,2006/10/02,2008/11/04,男,4,乌鲁木齐市,新疆,CN,37,2014/03/31,8,17002,0,0,3640,10479,25388,19592.7,2014/02/23,1,2125.25,213,38,68.57142857,212,0,0,1,0.771730739,2,6,2918,14084,0,0,0,0,17002,14084,0.75,0.25,0.171616774,0.828324413,1
38976,2008/01/21,2008/01/21,男,4,北京,北京,CN,47,2014/03/31,19,19225,0,0,7983,10260,23653,19592.58,2014/03/14,2.375,2403.125,9,18,39.11111111,246,0,2000,0,0.828333827,9,10,8301,10924,0,2000,2000,2000,21225,12924,0.526315789,0.473684211,0.431759076,0.568188911,1
11151,2005/05/11,2005/08/16,女,4,东莞市,广东,CN,36,2014/03/31,8,13236,0,0,2240,5490,33299,19590.5,2014/02/15,1,1654.5,248,46,62.42857143,208,6679,12416,1,0.588320971,4,4,2645,10591,0,19095,19095,12416,32331,23007,0.5,0.5,0.19981869,0.800105764,47
43632,2010/02/12,2010/02/18,男,4,上海,上海,CN,31,2014/03/31,5,18438,0,0,14280,783,16286,19590.1,2013/10/20,0.625,2304.75,347,164,55,206,0,0,0,1.202879774,4,1,17878,560,0,0,0,0,18438,560,0.2,0.8,0.969575357,0.030370411,0
62193,2012/07/27,2012/07/27,女,4,北京,.,CN,44,2014/03/31,7,22245,0,0,8368,4625,23493,19589.95,2014/03/27,1,3177.857143,0,5,101.5,444,0,0,0,0.833863278,3,4,16776,5469,0,0,0,0,22245,5469,0.571428571,0.428571429,0.754113099,0.245841949,0
49131,2009/07/02,2009/12/12,男,4,广州,广东,CN,29,2014/03/31,26,16225,0,0,11511,8577,26360,19589.32,2014/01/10,3.25,2028.125,5,82,25.76,105,0,381,0,0.743145675,15,11,9217,7008,0,381,381,381,16606,7389,0.423076923,0.576923077,0.56803895,0.431899421,4
366,2012/04/24,2012/07/02,男,4,广州,广东,CN,32,2014/03/31,19,13315,0,0,12186,4846,31006,19586.35,2014/02/14,2.375,1664.375,69,47,32.88888889,120,5452,4932,0,0.631695478,11,8,9268,4047,0,10384,10384,4932,23699,8979,0.421052632,0.578947368,0.696004806,0.303920096,26
34318,2013/01/11,2013/01/11,男,4,上海,.,CN,43,2014/03/31,24,16749,0,129,4971,9327,26925,19581.33,2014/01/26,4.8,3349.8,0,66,16.52173913,70,0,0,0,0.727254596,8,16,5246,11503,129,0,129,129,16878,11632,0.666666667,0.333333333,0.31319403,0.686746269,0
30089,2008/04/26,2008/05/15,男,4,大连,辽宁,CN,44,2014/03/31,29,16505,0,0,10575,5473,29660,19580.09,2014/03/20,3.625,2063.125,16,12,25.10714286,109,0,0,0,0.660151382,20,9,12211,4294,0,0,0,0,16505,4294,0.310344828,0.689655172,0.739791591,0.260147825,0
29614,2007/09/02,2007/09/02,男,4,广州,广东,CN,43,2014/03/31,23,14866,0,0,10963,7233,33366,19578.68,2014/03/31,2.875,1858.25,30,1,31.81818182,112,0,0,0,0.58678535,14,9,8402,6464,0,0,0,0,14866,6464,0.391304348,0.608695652,0.565144279,0.434788458,0
20507,2007/05/09,2007/11/10,男,4,武汉,湖北,CN,49,2014/03/31,18,18787,0,0,9387,8768,21190,19577.63,2013/10/15,2.25,2348.375,21,169,31.82352941,101,0,0,0,0.923908919,9,9,9899,8888,0,0,0,0,18787,8888,0.5,0.5,0.526878859,0.473067916,0
40857,2010/10/11,2010/10/11,男,4,珠海,广东,CN,31,2014/03/31,14,17962,0,0,4196,12951,26089,19577.57,2014/03/06,1.75,2245.25,3,26,54,147,0,0,0,0.750414734,4,10,4243,13719,0,0,0,0,17962,13719,0.714285714,0.285714286,0.23620776,0.76373657,0
29850,2007/11/08,2008/01/10,男,4,北京,北京,CN,42,2014/03/31,17,17303,0,0,4131,14883,26550,19576.23,2014/03/05,2.125,2162.875,227,27,29.8125,94,0,0,1,0.737334463,5,12,4386,12917,0,0,0,0,17303,12917,0.705882353,0.294117647,0.253467406,0.746474804,1
